business_id,categories,city,full_address,latitude,longitude,name,neighborhoods,open,review_count,stars,state,type,latenight,hipster
Ih1TGSZyu2Q8htn2JA4tIA,"[u'German', u'Restaurants']",Mesa,"4815 E Main St\nSte 32\nMesa, AZ 85205",33.415073,-111.726788,Bavarian Point Restaurant,[],True,42,3.5,AZ,business,False,False
FCcFT610nQBVcRdY-devQA,"[u'Wine Bars', u'Bars', u'American (New)', u'Nightlife', u'Restaurants']",Chandler,"95 W Boston\nChandler, AZ 85225",33.3020931,-111.8426128,Vintage 95,[],True,113,4.0,AZ,business,True,False
w5UduCXEjPr-uSmib5oPAw,"[u'American (Traditional)', u'Steakhouses', u'Restaurants']",Glendale,"8172 W Bell Rd\nGlendale, AZ 85308",33.610366241534,-112.23549127578701,Carvers Steakhouse,[],False,11,2.5,AZ,business,False,False
X_J65cnN3jJWGYacyNwKGg,"[u'Barbeque', u'Restaurants']",Phoenix,"4636 S 36th St\nPhoenix, AZ 85040",33.4039,-112.004661,The Barbecue Company,[],True,73,4.0,AZ,business,False,False
vfzUNcV9B3RhDyuZp0I1pQ,"[u'Pizza', u'Restaurants']",Glendale,"13848 N 51st Ave\nGlendale, AZ 85306",33.611617160612795,-112.16847896575901,Pullano's Pizza & Wings,[],True,73,4.0,AZ,business,True,False
qjmCVYkwP-HDa35jwYucbQ,"[u'Vegetarian', u'American (New)', u'Salad', u'Restaurants']",Phoenix,"2502 E Camelback Rd\nPhoenix, AZ 85016",33.5102068,-112.0272041,True Food Kitchen,[],True,560,4.0,AZ,business,False,False
r2DS-PqOMA35EssB47SWNg,"[u'Bakeries', u'Food', u'Cafes', u'Restaurants']",Peoria,"9918 W Happy Valley Rd\nSte 200\nPeoria, AZ 85383",33.7108037,-112.2690577,Paradise Bakery & Cafe,[],True,8,3.5,AZ,business,False,False
Xqh9wCLzlt7ChkrV9BdR2Q,"[u'Sandwiches', u'Pizza', u'Chicken Wings', u'Restaurants']",Mesa,"1960 E Broadway Rd\nMesa, AZ 85204",33.4083235,-111.7887354,Domino's Pizza,[],True,4,2.0,AZ,business,False,False
Jje3kP5CNasYDSpH0NPRGQ,"[u'Restaurants', u'Pizza', u'Italian']",Avondale,"1619 N Dysart Rd\nSte 103\nAvondale, AZ 85392",33.465665,-112.340224,NYPD Pizza,[],True,31,4.0,AZ,business,False,False
y3V2jqKmvWjyo9Mc-Ipn4g,"[u'Pakistani', u'Indian', u'Buffets', u'Restaurants']",Tempe,"1801 E Baseline Rd\nSte 104\nTempe, AZ 85283",33.3774019,-111.908621,Pasand,[],False,35,3.0,AZ,business,False,False
R53UdKGf8uKUIqErS4vc0g,"[u'Mexican', u'Restaurants']",Scottsdale,"4032 N Scottsdale Rd\nScottsdale, AZ 85251",33.4948111,-111.9263601,Baja Fresh Mexican Grill,[],False,12,3.0,AZ,business,False,False
7cP7WFmWiTVh-raIL3N_Vw,"[u'Bars', u'American (New)', u'Nightlife', u'Restaurants']",Phoenix,"816 N 3rd St\nPhoenix, AZ 85004",33.4571599,-112.0699779,The Roosevelt,[],False,223,4.0,AZ,business,True,True
S0mTCni_l8jK0cYj8K8dLA,"[u'Fast Food', u'Restaurants']",Mesa,"1105 S Val Vista Dr\nMesa, AZ 85204",33.395303,-111.753355,Jack in the Box,[],True,3,4.0,AZ,business,False,False
ElEF5b3n27IBzbA4R-1M1g,"[u'Food', u'Street Vendors', u'Barbeque', u'Restaurants']",Apache Junction,"Chevron\n3940 S Ironwood Dr\nApache Junction, AZ 85120",33.379277,-111.564202,Brown Bear BBQ,[],True,3,3.5,AZ,business,False,False
W3VsNhHLMRj5ABMdMcpaUw,"[u'Food', u'Specialty Food', u'Mediterranean', u'Restaurants']",Scottsdale,"7122 E Greenway Pkwy\nSte 120\nScottsdale, AZ 85254",33.6228883,-111.9293764,Queen Creek Olive Mill Oils & Olives,[],True,11,4.5,AZ,business,False,False
ZXlO9S1MG2I-L5uLSF-nPA,"[u'Mexican', u'Restaurants']",Scottsdale,"13610 N Scottsdale Rd\nScottsdale, AZ 85260",33.6097856,-111.927307,Brennan's,[],False,12,3.0,AZ,business,False,False
7KCLeDNdFDkdoA6MUavxwQ,"[u'Mexican', u'Restaurants']",Buckeye,"424 E Monroe Ave\nBuckeye, AZ 85326",33.370799,-112.585455,La Placita Cafe,[],True,17,3.0,AZ,business,False,False
Zk584MLn3STVm1ZXpABSmA,"[u'Chicken Wings', u'Restaurants']",Phoenix,"6260 S 35th Ave\nSte 170\nPhoenix, AZ 85041",33.3893280131367,-112.134177200496,Long Wong's of Laveen,[],True,7,3.0,AZ,business,False,False
y6uO4ydAwBHUujfiSktxZg,"[u'Mexican', u'Restaurants']",Glendale,"17211 N 79th Avenue\nGlendale, AZ 85308",33.640246,-112.229329,Arriba Mexican Grill,[],True,69,3.0,AZ,business,False,False
LibQv6uJiktJh7U3beNA2g,"[u'Chinese', u'Restaurants']",Scottsdale,"20775 N Pima Rd\nScottsdale, AZ 85255",33.6721301,-111.8905084,Flo's Hong Kong Food Market,[],False,3,2.5,AZ,business,False,False
iZdynPTpKwbX5O3uLeC9Gg,"[u'Greek', u'Mediterranean', u'Restaurants']",Glendale,"5932 W Bell Rd\nSte D-109\nGlendale, AZ 85308",33.6403912,-112.1870284,Chicago Gyros,[],True,4,4.5,AZ,business,False,False
tA2DT7CGQPzgA6tTcTkXDw,"[u'Wine Bars', u'Bars', u'Restaurants', u'Nightlife', u'Italian']",Scottsdale,"7120 E Becker Ln\nScottsdale, AZ 85254",33.583142,-111.927321,Centro Paninoteca,[],False,33,4.0,AZ,business,True,False
UPbkeVTJR6C-1I7sCuUrmw,"[u'Mexican', u'Restaurants']",Phoenix,"4705 E Southern Ave\nPhoenix, AZ 85073",33.3927485,-111.9806909,El Mas Sabroso Mexican Food,[],True,9,3.5,AZ,business,False,False
yMUVflS-2SnOGafXmdHy6w,"[u'Vietnamese', u'Restaurants']",Mesa,"1955 W Baseline Rd\nSte 114\nMesa, AZ 85202",33.37844,-111.876416,Pho Ao Sen,[],False,165,4.0,AZ,business,False,False
wqLEZpKy3qfE372OPAB4Pg,"[u'Fast Food', u'Restaurants']",Apache Junction,"2600 W Apache Trl\nApache Junction, AZ 85120",33.415885,-111.574489,Jack in the Box,[],True,3,4.5,AZ,business,False,False
LzreyGNkVTYw4JFuSxWstA,"[u'Middle Eastern', u'Restaurants']",Chandler,"961 W Ray Rd\nChandler, AZ 85225",33.3205369,-111.8582011,Jerusalem,[],True,10,3.0,AZ,business,False,False
NleiJA9dpfKjhxe0cCD1MA,"[u'Wine Bars', u'Bars', u'Nightlife', u'Restaurants']",Avondale,"1809 N Dysart Rd\nAvondale, AZ 85323",33.4680145,-112.3407907,Tastings Wine Bar and Bistro,[],False,6,2.5,AZ,business,False,False
L9UYbtAUOcfTgZFimehlXw,"[u'Food', u'Coffee & Tea', u'American (New)', u'Restaurants']",Gilbert,"230 N Gilbert Rd\nGilbert, AZ 85234",33.354768,-111.7898327,Liberty Market,[],True,523,4.5,AZ,business,False,False
WEUgyNNslbwhqYgku8Gt3Q,"[u'Italian', u'Pizza', u'Restaurants']",Scottsdale,"6501 E Greenway Pkwy\nScottsdale, AZ 85254",33.625151,-111.9418184,Humble Pie,[],True,52,3.5,AZ,business,False,False
ealuKGLqWQ8VsOU12hq4sA,"[u'Restaurants', u'Italian']",Tempe,"1158 W Washington St\nTempe, AZ 85281",33.442375,-111.955643,Cafe Roma,[],True,14,3.0,AZ,business,False,False
Sodko0hlMg7F5doNJGKcWQ,"[u'American (Traditional)', u'Restaurants']",Phoenix,"3063 W Agua Fria Fwy\nPhoenix, AZ 85027",33.667839,-112.125528,Claim Jumper,[],True,67,3.0,AZ,business,False,False
mBM3e0DHU9T2r_mfojSciQ,"[u'Soul Food', u'Seafood', u'Restaurants']",Phoenix,"1301 E Broadway Rd\nPhoenix, AZ 85040",33.4065905,-112.0536037,Ross's Hooked & Cooked,[],False,3,3.5,AZ,business,False,False
HghAgkxoEpUNZNQbAY485A,"[u'Pizza', u'Restaurants']",Phoenix,"3329 E Bell Rd\nSte 15\nPhoenix, AZ 85032",33.639969,-112.010011,Chuck E Cheese's,[],True,5,3.0,AZ,business,False,False
UtUXhKh7vOVvWJF48IzJvQ,"[u'Gluten-Free', u'Asian Fusion', u'Chinese', u'Restaurants']",Scottsdale,"Kierland Commons\n7132 E Greenway Pkwy\nScottsdale, AZ 85254",33.6234604140552,-111.926204898515,P.F. Chang's China Bistro,[],True,86,3.5,AZ,business,False,False
NJTIb6bro3gmfo7Gp6rDLg,"[u'Restaurants', u'Mexican', u'Event Planning & Services', u'Caterers']",Tempe,"1123 W Broadway Rd\nTempe, AZ 85282",33.4068759,-111.956194,Manuel's Fine Mexican Food,[],False,8,3.0,AZ,business,False,False
N8xl5Wroth6Z-JZlJHQwPw,"[u'Pizza', u'Restaurants']",Tempe,"681 E Apache Blvd\nTempe, AZ 85281",33.4146786,-111.9293525,Domino's Pizza,[],True,5,2.0,AZ,business,False,False
W_KPYn5tKfAOY6Blz26acw,"[u'Burgers', u'Fast Food', u'Restaurants']",Scottsdale,"8001 E Indian School Rd\nScottsdale, AZ 85251",33.494467,-111.908098,McDonald's,[],True,13,2.5,AZ,business,False,False
WHd8fLeMeWKUK6sPyeB-UA,"[u'American (Traditional)', u'Steakhouses', u'Barbeque', u'Restaurants']",Gilbert,"2649 S. Market St.\nGilbert, AZ 85295",33.3019012,-111.7430967,Logan's Roadhouse,[],True,43,3.0,AZ,business,False,False
SkiQh32UtfsRBj_l7cGwOQ,"[u'Burgers', u'Fast Food', u'Restaurants']",Phoenix,"3323 N 24th St\nPhoenix, AZ 85016",33.4866,-112.02967,Mcdonald's,[],True,3,4.5,AZ,business,False,False
-E6XYf1ce1NCtV3QQI-3xA,"[u'American (Traditional)', u'Steakhouses', u'Restaurants']",Mesa,"1434 S Alma School Rd\nMesa, AZ 85210",33.3883760240487,-111.85769784309,LongHorn Steakhouse,[],True,30,3.5,AZ,business,False,False
Q5sAi0_PmyUMEA0QZRzWdQ,"[u'Sandwiches', u'Restaurants']",Gilbert,"2487 S Gilbert Rd\nGilbert, AZ 85296",33.3175083,-111.7896821,Subway,[],True,4,4.0,AZ,business,False,False
mkvWFODsaXHe5MXAyDnRWw,"[u'Barbeque', u'Restaurants']",Phoenix,"3128 E Cactus Rd\nPhoenix, AZ 85032",33.5973316,-112.0140001,Hammered Hog,[],True,3,4.5,AZ,business,False,False
QujOdEd9_24YsQbVcwwszQ,"[u'Sandwiches', u'Restaurants']",Tempe,"1625 W Fountainhead Pkwy\nTempe, AZ 85282",33.4020704,-111.9660244,Rev Bistro,[],True,3,2.5,AZ,business,False,False
EFxaUHb6UwOpsvIIdZk-Ng,"[u'Buffets', u'Chinese', u'Restaurants']",Phoenix,"12407 N 28th Dr\nPhoenix, AZ 85029",33.597378,-112.1197753,China Harvest Buffet,[],True,15,3.0,AZ,business,False,False
HHFjjljqoH5qs7Cy1i9R4A,"[u'Mexican', u'Restaurants']",Phoenix,"1832 W Thunderbird Rd\nPhoenix, AZ 85023",33.6113056,-112.0983488,Filiberto's Mexican Food,[],True,10,3.5,AZ,business,True,False
pz-jypT4fEPQKr9RZtVdAw,"[u'Pizza', u'Sandwiches', u'Restaurants']",Scottsdale,"7117 E 3rd Ave\nScottsdale, AZ 85251",33.495978,-111.927635,KISS Back East Pizza and Beef Joint,[],False,14,4.0,AZ,business,True,False
aACW1qAdOfgcU8yX61dOFw,"[u'Mexican', u'Restaurants']",Phoenix,"12637 S 48th St\nPhoenix, AZ 85044",33.331946,-111.980062,Macayo's Mexican Kitchen,[],True,40,3.0,AZ,business,False,False
URWorZgi-9E1ubknpZkndg,"[u'Sandwiches', u'Restaurants']",Scottsdale,"15560 N Frank Lloyd Wright\nSte B\nScottsdale, AZ 85260",33.629192,-111.889479,Subway,[],True,3,4.5,AZ,business,False,False
rPp509oz4oFEdncoo7v_HA,"[u'Burgers', u'American (New)', u'Restaurants']",Scottsdale,"1645 N Hayden Rd\nScottsdale, AZ 85257",33.4671841,-111.9086242,Burgers & Bottles,[],False,34,4.0,AZ,business,False,False
od49_DFUJY9louGx80My-A,"[u'Buffets', u'Mexican', u'Restaurants']",Phoenix,"1003 E Indian School Rd\nPhoenix, AZ 85014",33.4947362,-112.0605131,Pancho's Mexican Buffet,[],False,28,2.5,AZ,business,False,False
7XfT2w9Eb2Xbu-iP4xulPQ,"[u'Food', u'Breakfast & Brunch', u'Bagels', u'Delis', u'Restaurants']",Phoenix,"4304 W Bell Rd\nPhoenix, AZ 85003",33.639628,-112.1524306,Einstein Bros Bagels,[],True,13,3.0,AZ,business,False,False
HTpBzBg3OLU-lQUqRIqoiw,[u'Restaurants'],Tempe,"1190 W Elliot Rd\nTempe, AZ 85284",33.349572,-111.957761,Chili's Grill & Bar,[],False,3,3.0,AZ,business,False,False
xbZo8aMOOobPRzHKqmA88g,"[u'Pizza', u'Restaurants']",Peoria,"24762 N Lake Pleasant Pkwy\nPeoria, AZ 85383",33.7083348,-112.2726725,Barro's Pizza,[],True,20,3.5,AZ,business,False,False
vujjKuD4Vls4xKLe5MJ63Q,"[u'Vegetarian', u'Hawaiian', u'Restaurants']",Scottsdale,"7325 E Frank Lloyd Wright Blvd\nScottsdale, AZ 85260",33.6369667,-111.9222616,Rumbi Island Grill,[],False,20,4.0,AZ,business,False,False
SGGZ6l345YTww09IHxtoew,"[u'Food', u'Soul Food', u'American (New)', u'Desserts', u'Restaurants']",Phoenix,"4825 E Warner Rd\nPhoenix, AZ 85044",33.3293584260744,-111.979372836649,Ezekiel's Restaurant,[],True,50,4.0,AZ,business,False,False
lSlfbGPYtQ8bARSEiN9cYw,"[u'Fast Food', u'Mexican', u'Tex-Mex', u'Restaurants']",Surprise,"16655 W. Bell Road\nSurprise, AZ 85374",33.6390070108248,-112.417117894439,Taco Bell,[],True,4,4.5,AZ,business,False,False
joxWCp6dgN-kTE9GMziwjA,"[u'Thai', u'Restaurants']",Mesa,"1440 S Country Club Dr\nSte 10\nMesa, AZ 85210",33.3880679,-111.841425,Mango Thai,[],False,31,3.0,AZ,business,False,False
E6HzAdx2vyZVyuNoa4-Xaw,"[u'Mexican', u'Restaurants']",Mesa,"1542 W University Dr\nMesa, AZ 85201",33.422522,-111.864506,Los Picos Parrilla Restaurant,[],True,45,4.0,AZ,business,False,False
-Nd5eId2iqnFvAMNgRBgpA,"[u'Mexican', u'Restaurants']",Mesa,"1526 E Main St\nMesa, AZ 85203",33.41572,-111.798461,Casa Ramos,[],True,70,4.0,AZ,business,False,False
bfDQai9X59uWK-XgP0t6rA,"[u'Dive Bars', u'Bars', u'Mexican', u'Nightlife', u'Restaurants']",Tempe,"8000 S Priest Rd\nTempe, AZ 85284",33.344158,-111.963722,Dos Gringos,[],True,65,3.0,AZ,business,True,False
qAORECtABjr_FsvSzy1apw,"[u'Burgers', u'American (Traditional)', u'Hot Dogs', u'Restaurants']",Phoenix,"21001 N  Tatum Blvd\nSte 34-1140\nPhoenix, AZ 85050",33.678131,-111.969461,Smashburger,[],True,42,3.5,AZ,business,False,False
_EdSQOkATuCtZ5y5A2m0rw,"[u'American (New)', u'Restaurants']",Phoenix,"17031 N Tatum Blvd\nPhoenix, AZ 85032",33.6415429,-111.9770624,Arby's,[],True,3,3.5,AZ,business,True,False
M0UqoJlAUzKx6dW2CT8d8w,"[u'Pizza', u'Restaurants']",Phoenix,"7804 N 27th Ave\nPhoenix, AZ 85051",33.5513424,-112.1169946,Tony's Pizzeria,[],False,3,4.0,AZ,business,False,False
R2FuwuSjmyvzNWNfqzKUvw,"[u'Restaurants', u'Pizza', u'Italian']",Phoenix,"2470 W Happy Valley Rd\nPhoenix, AZ 85085",33.7150071,-112.1129733,Sauce,[],True,74,3.5,AZ,business,False,False
CVBYF1AMlrZbScRXX8d6XQ,"[u'Restaurants', u'Pizza', u'Italian']",Scottsdale,"20831 N Scottsdale Rd\nScottsdale, AZ 85255",33.6757566,-111.9253764,Nick's at Grayhawk,[],False,13,3.5,AZ,business,False,False
7lp13T_FUmX1XjU2wen_qw,"[u'American (New)', u'French', u'Restaurants']",Scottsdale,"10315 N Scottsdale Rd\nScottsdale, AZ 85253",33.5802421,-111.9258314,Razz's Restaurant & Catering,[],True,84,4.0,AZ,business,False,False
shlAd7PLzWlQrkQ0uYcBBg,"[u'Nightlife', u'Thai', u'Bars', u'Restaurants']",Scottsdale,"7605 E Pinnacle Peak Rd\nSte 2\nScottsdale, AZ 85255",33.69869,-111.917446,Thai Basil,[],True,42,4.0,AZ,business,False,False
ufx4U76IsSbA06tfnHP5XQ,"[u'Sushi Bars', u'Japanese', u'Restaurants']",Phoenix,"7000 E Mayo Blvd\nSte 1086\nPhoenix, AZ 85054",33.655629,-111.929925,Yoshi Bento,[],True,41,4.0,AZ,business,False,False
ADJIoHN3uLx-JalYl3r3Dw,"[u'Food', u'Desserts', u'American (Traditional)', u'American (New)', u'Restaurants']",Peoria,"16134 North 83rd Avenue\nPeoria, AZ 85382",33.633305,-112.236293,The Cheesecake Factory,[],True,78,3.5,AZ,business,False,False
x737irkRUs8ABGRc2ILLAA,"[u'Burgers', u'American (Traditional)', u'Restaurants']",Tempe,"1375 W. Elliott\nTempe, AZ 85284",33.348621,-111.960415,Red Robin Gourmet Burgers,[],True,23,3.5,AZ,business,False,False
d2AeNB4xw67E1Bzpo1Pm7Q,"[u'Bakeries', u'Food', u'Breakfast & Brunch', u'Mexican', u'Restaurants']",Phoenix,"416 N 7th Ave\nPhoenix, AZ 85007",33.4541453,-112.0827178,AZTECA Bakeries & Restaurant,[],True,33,4.0,AZ,business,False,False
WEYEUvkonsZ8nOKZNXd87A,"[u'Mexican', u'Restaurants']",Mesa,"1255 W Main St\nMesa, AZ 85201",33.4146753,-111.8583107,Del Taco,[],False,3,1.5,AZ,business,False,False
8aPTQeDYOMNEu907WfflCQ,"[u'Breakfast & Brunch', u'Restaurants']",Mesa,"1665 S Dobson Rd\nMesa, AZ 85202",33.3830059,-111.8745646,The Good Egg,[],True,53,4.0,AZ,business,False,False
hfl62LX14YqNpG0g0Tj6_Q,"[u'Latin American', u'Restaurants']",Phoenix,"713 E Palo Verde Rd\nPhoenix, AZ 85014",33.5219028,-112.0639456,Fuego Bistro,[],True,333,4.0,AZ,business,False,False
dRSs6fSLY_DQTWOeo09Thw,"[u'Fast Food', u'Restaurants']",Buckeye,"1111 E US Hwy 85\nBuckeye, AZ 85326",33.372032,-112.57475,Sonic Drive-In of Buckeye,[],True,6,4.0,AZ,business,False,False
OTq55xUFMOz13DAi9D0_rw,"[u'Sushi Bars', u'Japanese', u'Chinese', u'Restaurants']",Phoenix,"10810 N Tatum Blvd\nSte 106\nPhoenix, AZ 85028",33.5839404,-111.9787698,Iron Chef,[],True,95,3.5,AZ,business,False,False
YD0oiqWZyAi-lMw3TQ2TqA,"[u'Mexican', u'Restaurants']",Phoenix,"3024 W Van Buren St\nSte 146\nPhoenix, AZ 85009",33.4515612,-112.1247145,Tortas Paquime,[],True,8,4.5,AZ,business,False,False
D7uAJToqGk1hQxfZDO5ijg,"[u'Bars', u'American (Traditional)', u'Nightlife', u'Restaurants']",Phoenix,"320 N 44th St\nPhoenix, AZ 85008",33.4531351,-111.9893905,Belvedere American Bar & Grill,[],True,9,3.0,AZ,business,False,False
er1Ng8wxlwaWnzFAKttukQ,"[u'Dim Sum', u'Fast Food', u'Asian Fusion', u'Chinese', u'Restaurants']",Scottsdale,"14850 N Frank Lloyd Wright Blvd\nSte 101\nScottsdale, AZ 85260",33.620675,-111.876268,Panda Express,[],True,12,3.0,AZ,business,False,False
tyETqrYijm3cY4noCwl9Ww,"[u'Middle Eastern', u'Restaurants']",Tempe,"1804 E Southern Ave\nSte 1\nTempe, AZ 85282",33.3931623,-111.9080599,Sahara Middle Eastern Restaurant,[],True,125,4.0,AZ,business,False,False
pvMeUi5Lw2O5vIXg9_EvDg,"[u'Afghan', u'Restaurants']",Phoenix,"4804 E Chandler Blvd\nSte 108\nPhoenix, AZ 85044",33.327009,-111.99823,Zaytoon Kabob Bistro,[],True,32,4.0,AZ,business,False,False
YaB2hKgWUaqAWnCA6YWD7g,"[u'Fast Food', u'Mexican', u'Restaurants']",Phoenix,"2410 W Northern Ave\nPhoenix, AZ 85021",33.553485,-112.110289,El Pollo Loco,[],True,6,3.5,AZ,business,False,False
C37jakxE5TX6ccAfjp2kJA,"[u'Bars', u'American (Traditional)', u'Nightlife', u'Restaurants']",Phoenix,"2501 E Camelback Rd\nPhoenix, AZ 85016",33.5093706,-112.0273984,Nixon's,[],False,5,3.5,AZ,business,False,False
suivIX2e8mQKGvbMvbcm2Q,"[u'Mexican', u'Restaurants']",Scottsdale,"9150 E Indian Bend Rd\nScottsdale, AZ 85258",33.5390978,-111.8847911,Filiberto's,[],True,37,3.0,AZ,business,True,False
ti-XLAu4mdfucsyqFRQ69Q,"[u'Soul Food', u'Seafood', u'Restaurants']",Maricopa,"19171 N John Wayne Pkwy\nMaricopa, AZ 85239",33.0540237,-112.0490506,King Fish Sea and Soul Food,[],False,21,3.5,AZ,business,False,False
JXQBl4aCf5-dQhcg_5LwCg,"[u'Pakistani', u'Indian', u'Restaurants']",Chandler,"2051 W Warner Rd\nSte 7\nChandler, AZ 85224",33.3223,-111.8767,Curry House,[],False,10,2.5,AZ,business,False,False
